-------------------------------------------------------------------------------------------------------------------------------------------------
At. num | Ion Charge | El. Name      | Ground Shells (a)    | Ground Level        |      Ionization Energy (b) (eV)      | Uncertainty (c) (eV) |
     50 |        +11 | Tin           | [Kr].4d3             | 4F<3/2>             |     (232.0)                          |     2.5              |
     50 |        +12 | Tin           | [Kr].4d2             | 3F<2>               |     (258)                            |     3                |
     50 |        +13 | Tin           | [Kr].4d              | 2D<3/2>             |     (282)                            |     3                |
     50 |        +14 | Tin           | [Ar].3d10.4s2.4p6    | 1S0                 |     (379)                            |     3                |
     50 |        +15 | Tin           | [Ar].3d10.4s2.4p5    | 2P*<3/2>            |     (407)                            |     3                |
     50 |        +16 | Tin           | [Ar].3d10.4s2.4p4    | 3P<2>               |     (437)                            |     3                |
     50 |        +17 | Tin           | [Ar].3d10.4s2.4p3    | 4S*<3/2>            |     (466)                            |     3                |
     50 |        +18 | Tin           | [Ar].3d10.4s2.4p2    | 3P0                 |     (506)                            |     3                |
     50 |        +19 | Tin           | [Ar].3d10.4s2.4p     | 2P*<1/2>            |     (537)                            |     4                |
     50 |        +20 | Tin           | [Ar].3d10.4s2        | 1S0                 |     (608)                            |     4                |
     50 |        +21 | Tin           | [Ar].3d10.4s         | 2S<1/2>             |     [642.35]                         |     0.22             |
     50 |        +22 | Tin           | [Ar].3d10            | 1S0                 |    (1127)                            |     4                |
     50 |        +23 | Tin           | [Ar].3d9             | 2D<5/2>             |    (1195)                            |     4                |
     50 |        +24 | Tin           | [Ar].3d8             | 3F<4>               |    (1269)                            |     4                |
     50 |        +25 | Tin           | [Ar].3d7             | 4F<9/2>             |    (1347)                            |     4                |
     50 |        +26 | Tin           | [Ar].3d6             | 5D<4>               |    (1421)                            |     4                |
     50 |        +27 | Tin           | [Ar].3d5             | 6S<5/2>             |    (1508)                            |     4                |
     50 |        +28 | Tin           | [Ar].3d4             | 5D0                 |    (1596)                            |     4                |
     50 |        +29 | Tin           | [Ar].3d3             | 4F<3/2>             |    (1676)                            |     4                |
     50 |        +30 | Tin           | [Ar].3d2             | 3F<2>               |    (1763)                            |     4                |
     50 |        +31 | Tin           | [Ar].3d              | 2D<3/2>             |    (1844)                            |     4                |
     50 |        +32 | Tin           | [Ne].3s2.3p6         | 1S0                 |    [2074]                            |     6                |
     50 |        +33 | Tin           | [Ne].3s2.3p5         | 2P*<3/2>            |    [2142.1]                          |     2.1              |
     50 |        +34 | Tin           | [Ne].3s2.3p4         | 3P<2>               |    [2227]                            |     3                |
     50 |        +35 | Tin           | [Ne].3s2.3p3         | 4S*<3/2>            |    [2326]                            |     9                |
     50 |        +36 | Tin           | [Ne].3s2.3p2         | 3P0                 |    [2443]                            |     5                |
     50 |        +37 | Tin           | [Ne].3s2.3p          | 2P*<1/2>            |    [2499]                            |    11                |
     50 |        +38 | Tin           | [Ne].3s2             | 1S0                 |    [2687]                            |     4                |
     50 |        +39 | Tin           | [Ne].3s              | 2S<1/2>             |    [2762.49]                         |     0.08             |
     50 |        +40 | Tin           | 1s2.2s2.2p6          | 1S0                 |    [6421]                            |     3                |
     50 |        +41 | Tin           | 1s2.2s2.2p5          | 2P*<3/2>            |    [6631]                            |    10                |
     50 |        +42 | Tin           | 1s2.2s2.2p4          | 3P<2>               |    [6859]                            |    13                |
